# ---------------------------------- Disclaimer -----------------------------------------,,,,,,,
# The reservoir data contained in this file are best estimates generated by the Texas    ,,,,,,,
# Water Development Board(TWDB) using data collected by various data providers as well   ,,,,,,,
# as by TWDB. For a detailed explaination of the methodology used please visit:          ,,,,,,,
#                                                                                        ,,,,,,,
#     http://waterdatafortexas.org/reservoirs/methodology                                ,,,,,,,
#                                                                                        ,,,,,,,
# TWDB makes no warranties(including no warranties as to merchantability or fitness)     ,,,,,,,
# either expressed or implied with respect to the data or its fitness for any specific   ,,,,,,,
# application.                                                                           ,,,,,,,
# ---------------------------------------------------------------------------------------,,,,,,,
# ,,,,,,,
# Definitions:,,,,,,,
#     reservoir_storage = actual storage at measured lake elevation,,,,,,,
#     dead_pool_capacity = storage at dead pool elevation,,,,,,,
#     conservation_capacity = storage at conservation pool elevation - dead pool capacity,,,,,,,
#     conservation_storage = reservoir storage - dead pool capacity (note: conservation storage is capped at conservation capacity),,,,,,,
#     percent_full = 100 * conservation storage/conservation capacity,,,,,,,
# ,,,,,,,
#     for more detailed explanations see http://waterdatafortexas.org/reservoirs/glossary,,,,,,,
# ,,,,,,,
# Estimated daily average data for Elephant Butte Lake,,,,,,,
#     generated: 2023-03-31T21:24:54.480746 UTC,,,,,,,
#     url: https://waterdatafortexas.org/reservoirs/individual/elephant-butte.csv,,,,,,,
# ,,,,,,,
# Footnote:,,,,,,,
#     ,,,,,,,
#         Elephant Butte Lake (located in New Mexico) is governed by the Rio Grande,,,,,,,
#         Compact. The Rio Grande Compact is an interstate compact signed in 1938,,,,,,,
"#         between the states of Colorado, New Mexico and Texas and approved by the",,,,,,,
"#         U.S. Congress, to equitably apportion the waters of the Rio Grande Basin.",,,,,,,
#         Water from the lake supplies irrigation water as well as a portion of El,,,,,,,
#         Paso's supply when available.,,,,,,,
#     ,,,,,,,
# ,,,,,,,
# Elevation-Area-Capacity rating curve(s) used:,,,,,,,
#     https://waterdatafortexas.org/reservoirs/individual/elephant-butte/rating-curve/USBR/2019-11-01,,,,,,,
# ,,,,,,,
# Conservation pool elevation(s) used:,,,,,,,
#     4407.0 feet above NGVD29 -43.3 (End date: 2020-01-01),,,,,,,
#     4406.297704 feet above NGVD29 -43.3 (Start date to end date: 2020-01-01 to 2020-04-01),,,,,,,
"#     4405.587736 feet above NGVD29 -43.3 (Start date: 2020-04-01, Seasonal: April 1 to October 1)",,,,,,,
"#     4406.297704 feet above NGVD29 -43.3 (Start date: 2020-04-01, Seasonal: October 1 to April 1)",,,,,,,
# ,,,,,,,
# Dead pool elevation(s) used:,,,,,,,
#     4231.5 feet above NGVD29 -43.3,,,,,,,
# ,,,,,,,
# Vertical datum(s) used:,,,,,,,
#     NGVD29 -43.3,,,,,,,
# ,,,,,,,
# Units:,,,,,,,
#     date: YYYY-MM-DD,,,,,,,
#     water_level: feet above vertical datum,,,,,,,
#     surface_area: acres,,,,,,,
#     storages: acre-feet,,,,,,,
# ,,,,,,,
# ,,,,,,,
date,water_level,surface_area,reservoir_storage,conservation_storage,percent_full,conservation_capacity,dead_pool_capacity
12/9/1916,4348.2,14733.2,593035,593035,29.5,2010900,0
12/11/1916,4348.1,14717.66,591562,591562,29.4,2010900,0
12/12/1916,4347.9,14685.32,588622,588622,29.3,2010900,0
12/13/1916,4347.8,14668.5,587154,587154,29.2,2010900,0
12/14/1916,4347.7,14651.68,585688,585688,29.1,2010900,0
12/15/1916,4347.5,14618.04,582761,582761,29,2010900,0
12/16/1916,4347.3,14584.4,579841,579841,28.8,2010900,0
12/18/1916,4347,14533.93,575473,575473,28.6,2010900,0
12/19/1916,4346.8,14500.29,572570,572570,28.5,2010900,0
12/20/1916,4346.7,14483.47,571120,571120,28.4,2010900,0
12/21/1916,4346.5,14449.83,568227,568227,28.3,2010900,0
12/22/1916,4346.4,14433.01,566783,566783,28.2,2010900,0
12/23/1916,4346.3,14416.19,565340,565340,28.1,2010900,0
12/25/1916,4345.7,14312.56,556721,556721,27.7,2010900,0
12/26/1916,4345.9,14348.01,559588,559588,27.8,2010900,0
12/27/1916,4345.9,14348.01,559588,559588,27.8,2010900,0
12/28/1916,4345.9,14348.01,559588,559588,27.8,2010900,0
12/29/1916,4345.9,14348.01,559588,559588,27.8,2010900,0
12/30/1916,4345.4,14259.38,552436,552436,27.5,2010900,0
12/31/1916,4345.2,14223.92,549587,549587,27.3,2010900,0
1/1/1917,4344.9,14170.74,545328,545328,27.1,2010900,0
1/2/1917,4344.7,14135.28,542498,542498,27,2010900,0
1/3/1917,4344.4,14082.1,538265,538265,26.8,2010900,0
1/4/1917,4344.1,14028.91,534048,534048,26.6,2010900,0
1/5/1917,4344,14011.18,532646,532646,26.5,2010900,0
1/6/1917,4343.9,13991.98,531246,531246,26.4,2010900,0
1/8/1917,4343.7,13953.59,528452,528452,26.3,2010900,0
1/9/1917,4343.5,13915.2,525665,525665,26.1,2010900,0
1/10/1917,4343.4,13896.01,524274,524274,26.1,2010900,0
1/11/1917,4343.3,13876.81,522885,522885,26,2010900,0
1/12/1917,4343.2,13857.62,521499,521499,25.9,2010900,0
1/13/1917,4343.1,13838.42,520114,520114,25.9,2010900,0
1/15/1917,4342.7,13761.64,514594,514594,25.6,2010900,0
1/16/1917,4342.7,13761.64,514594,514594,25.6,2010900,0
1/17/1917,4342.5,13723.25,511845,511845,25.5,2010900,0
1/18/1917,4342.4,13704.05,510474,510474,25.4,2010900,0
1/19/1917,4342.3,13684.86,509105,509105,25.3,2010900,0
1/20/1917,4342.3,13684.86,509105,509105,25.3,2010900,0
1/22/1917,4342.5,13723.25,511845,511845,25.5,2010900,0
1/23/1917,4342.6,13742.44,513219,513219,25.5,2010900,0
1/24/1917,4342.7,13761.64,514594,514594,25.6,2010900,0
1/25/1917,4342.8,13780.83,515971,515971,25.7,2010900,0
1/26/1917,4342.8,13780.83,515971,515971,25.7,2010900,0
1/27/1917,4342.8,13780.83,515971,515971,25.7,2010900,0
1/28/1917,4342.8,13780.83,515971,515971,25.7,2010900,0
1/29/1917,4342.7,13761.64,514594,514594,25.6,2010900,0
1/30/1917,4342.6,13742.44,513219,513219,25.5,2010900,0
1/31/1917,4342.4,13704.05,510474,510474,25.4,2010900,0
2/1/1917,4342.3,13684.86,509105,509105,25.3,2010900,0
2/2/1917,4342.1,13646.47,506371,506371,25.2,2010900,0
2/3/1917,4341.9,13606.84,503646,503646,25,2010900,0
2/4/1917,4341.8,13586.43,502286,502286,25,2010900,0
2/5/1917,4341.6,13545.59,499573,499573,24.8,2010900,0
2/6/1917,4341.5,13525.17,498220,498220,24.8,2010900,0
2/7/1917,4341.4,13504.75,496868,496868,24.7,2010900,0
2/8/1917,4341.2,13463.92,494171,494171,24.6,2010900,0
2/9/1917,4341,13423.08,491483,491483,24.4,2010900,0
2/10/1917,4340.9,13402.67,490141,490141,24.4,2010900,0
2/12/1917,4340.6,13341.41,486130,486130,24.2,2010900,0
2/13/1917,4340.5,13321,484797,484797,24.1,2010900,0
2/14/1917,4340.3,13280.16,482136,482136,24,2010900,0
2/15/1917,4340.2,13259.74,480810,480810,23.9,2010900,0
2/16/1917,4340,13218.89,478162,478162,23.8,2010900,0
2/17/1917,4339.9,13195.22,476841,476841,23.7,2010900,0
2/19/1917,4339.6,13124.21,472893,472893,23.5,2010900,0
2/20/1917,4339.5,13100.54,471582,471582,23.5,2010900,0
2/21/1917,4339.4,13076.87,470273,470273,23.4,2010900,0
2/22/1917,4339.2,13029.53,467662,467662,23.3,2010900,0
2/23/1917,4339.1,13005.86,466360,466360,23.2,2010900,0
2/26/1917,4338.7,12911.18,461177,461177,22.9,2010900,0
2/27/1917,4338.5,12863.85,458600,458600,22.8,2010900,0
2/28/1917,4338.4,12840.18,457314,457314,22.7,2010900,0
3/1/1917,4338.6,12887.52,459887,459887,22.9,2010900,0
3/2/1917,4338,12745.5,452197,452197,22.5,2010900,0
3/3/1917,4338,12745.5,452197,452197,22.5,2010900,0
3/5/1917,4337.9,12720.74,450924,450924,22.4,2010900,0
3/6/1917,4337.8,12695.99,449653,449653,22.4,2010900,0
3/7/1917,4337.7,12671.23,448385,448385,22.3,2010900,0
3/8/1917,4337.6,12646.47,447119,447119,22.2,2010900,0
3/9/1917,4337.4,12596.96,444594,444594,22.1,2010900,0
3/10/1917,4337.2,12547.45,442080,442080,22,2010900,0
3/12/1917,4336.9,12473.17,438327,438327,21.8,2010900,0
3/13/1917,4336.7,12423.66,435837,435837,21.7,2010900,0
3/14/1917,4336.6,12398.91,434596,434596,21.6,2010900,0
3/15/1917,4336.4,12349.39,432121,432121,21.5,2010900,0
3/16/1917,4336.2,12299.88,429656,429656,21.4,2010900,0
3/17/1917,4336.1,12275.12,428428,428428,21.3,2010900,0
3/19/1917,4335.8,12194.99,424757,424757,21.1,2010900,0
3/20/1917,4335.6,12139.6,422323,422323,21,2010900,0
3/21/1917,4335.5,12111.91,421111,421111,20.9,2010900,0
3/22/1917,4334.3,11779.6,406776,406776,20.2,2010900,0
3/23/1917,4335.1,12001.14,416288,416288,20.7,2010900,0
3/24/1917,4334.9,11945.75,413894,413894,20.6,2010900,0
3/26/1917,4334.5,11834.98,409137,409137,20.3,2010900,0
3/27/1917,4334.4,11807.29,407955,407955,20.3,2010900,0
3/28/1917,4334.3,11779.6,406776,406776,20.2,2010900,0
3/29/1917,4334.2,11751.91,405599,405599,20.2,2010900,0
3/30/1917,4334,11696.5,403254,403254,20.1,2010900,0
3/31/1917,4333.8,11662.36,400919,400919,19.9,2010900,0
4/1/1917,4333.6,11628.22,398590,398590,19.8,2010900,0
4/2/1917,4333.4,11594.08,396267,396267,19.7,2010900,0
4/3/1917,4333.3,11577.01,395109,395109,19.6,2010900,0
4/4/1917,4333.4,11594.08,396267,396267,19.7,2010900,0
4/5/1917,4333.4,11594.08,396267,396267,19.7,2010900,0
4/6/1917,4333.3,11577.01,395109,395109,19.6,2010900,0
4/7/1917,4333.2,11559.94,393952,393952,19.6,2010900,0
4/9/1917,4333,11525.8,391643,391643,19.5,2010900,0
4/10/1917,4332.8,11491.66,389342,389342,19.4,2010900,0
4/11/1917,4332.7,11474.59,388193,388193,19.3,2010900,0
4/12/1917,4332.6,11457.52,387047,387047,19.2,2010900,0
4/13/1917,4332.5,11440.45,385902,385902,19.2,2010900,0
4/14/1917,4332.5,11440.45,385902,385902,19.2,2010900,0
4/16/1917,4332.3,11406.31,383617,383617,19.1,2010900,0
4/17/1917,4332.2,11389.24,382477,382477,19,2010900,0
4/18/1917,4332.2,11389.24,382477,382477,19,2010900,0
4/19/1917,4332.2,11389.24,382477,382477,19,2010900,0
4/20/1917,4332.3,11406.31,383617,383617,19.1,2010900,0
4/21/1917,4332.3,11406.31,383617,383617,19.1,2010900,0
4/23/1917,4332.4,11423.38,384759,384759,19.1,2010900,0
4/24/1917,4332.3,11406.31,383617,383617,19.1,2010900,0
4/25/1917,4332.2,11389.24,382477,382477,19,2010900,0
4/26/1917,4332.1,11372.17,381339,381339,19,2010900,0
4/27/1917,4331.9,11335.96,379068,379068,18.9,2010900,0
4/28/1917,4331.8,11316.83,377936,377936,18.8,2010900,0
4/30/1917,4332.2,11389.24,382477,382477,19,2010900,0
5/1/1917,4332.6,11457.52,387047,387047,19.2,2010900,0
5/2/1917,4332.8,11491.66,389342,389342,19.4,2010900,0
5/3/1917,4333,11525.8,391643,391643,19.5,2010900,0
5/4/1917,4333.1,11542.87,392797,392797,19.5,2010900,0
5/5/1917,4333,11525.8,391643,391643,19.5,2010900,0
5/7/1917,4332.8,11491.66,389342,389342,19.4,2010900,0
5/8/1917,4332.7,11474.59,388193,388193,19.3,2010900,0
5/9/1917,4332.7,11474.59,388193,388193,19.3,2010900,0
5/10/1917,4332.7,11474.59,388193,388193,19.3,2010900,0
5/11/1917,4332.6,11457.52,387047,387047,19.2,2010900,0
5/12/1917,4332.6,11457.52,387047,387047,19.2,2010900,0
5/14/1917,4332.6,11457.52,387047,387047,19.2,2010900,0
5/15/1917,4332.5,11440.45,385902,385902,19.2,2010900,0
5/16/1917,4332.4,11423.38,384759,384759,19.1,2010900,0
5/17/1917,4332.3,11406.31,383617,383617,19.1,2010900,0
5/18/1917,4332.4,11423.38,384759,384759,19.1,2010900,0
5/19/1917,4332.7,11474.59,388193,388193,19.3,2010900,0
5/21/1917,4334.1,11724.21,404426,404426,20.1,2010900,0
5/22/1917,4335,11973.45,415089,415089,20.6,2010900,0
5/23/1917,4335.9,12222.68,425978,425978,21.2,2010900,0
5/24/1917,4336.6,12398.91,434596,434596,21.6,2010900,0
5/25/1917,4337.2,12547.45,442080,442080,22,2010900,0
5/26/1917,4337.7,12671.23,448385,448385,22.3,2010900,0
5/28/1917,4338.5,12863.85,458600,458600,22.8,2010900,0
5/29/1917,4338.9,12958.53,463764,463764,23.1,2010900,0
5/30/1917,4339.1,13005.86,466360,466360,23.2,2010900,0
5/31/1917,4339.3,13053.2,468966,468966,23.3,2010900,0
6/1/1917,4339.5,13100.54,471582,471582,23.5,2010900,0
6/2/1917,4339.6,13124.21,472893,472893,23.5,2010900,0
6/4/1917,4340,13218.89,478162,478162,23.8,2010900,0
6/5/1917,4340.3,13280.16,482136,482136,24,2010900,0
6/6/1917,4340.4,13300.58,483466,483466,24,2010900,0
6/7/1917,4340.6,13341.41,486130,486130,24.2,2010900,0
6/8/1917,4340.7,13361.83,487465,487465,24.2,2010900,0
6/9/1917,4341.2,13463.92,494171,494171,24.6,2010900,0
6/11/1917,4341.8,13586.43,502286,502286,25,2010900,0
6/12/1917,4342.1,13646.47,506371,506371,25.2,2010900,0
6/13/1917,4342.5,13723.25,511845,511845,25.5,2010900,0
6/14/1917,4343,13819.22,518731,518731,25.8,2010900,0
6/15/1917,4343.6,13934.39,527057,527057,26.2,2010900,0
6/16/1917,4344.1,14028.91,534048,534048,26.6,2010900,0
6/18/1917,4345.3,14241.65,551011,551011,27.4,2010900,0
6/19/1917,4346,14365.74,561023,561023,27.9,2010900,0
6/20/1917,4346.6,14466.65,569673,569673,28.3,2010900,0
6/21/1917,4347.2,14567.58,578383,578383,28.8,2010900,0
6/22/1917,4347.8,14668.5,587154,587154,29.2,2010900,0
6/23/1917,4348.4,14764.28,595984,595984,29.6,2010900,0
6/25/1917,4349.7,14966.29,615309,615309,30.6,2010900,0
6/26/1917,4350.1,15038.58,621309,621309,30.9,2010900,0
6/27/1917,4350.6,15166.92,628860,628860,31.3,2010900,0
6/28/1917,4351,15269.6,634947,634947,31.6,2010900,0
6/29/1917,4351.4,15372.28,641076,641076,31.9,2010900,0
6/30/1917,4351.7,15449.29,645699,645699,32.1,2010900,0
7/1/1917,4352,15526.29,650345,650345,32.3,2010900,0
7/2/1917,4352.3,15616.06,655017,655017,32.6,2010900,0
7/3/1917,4352.5,15675.94,658146,658146,32.7,2010900,0
7/5/1917,4353,15825.65,666021,666021,33.1,2010900,0
7/6/1917,4353.2,15885.53,669192,669192,33.3,2010900,0
7/7/1917,4353.3,15915.47,670782,670782,33.4,2010900,0
7/9/1917,4353.7,16035.24,677173,677173,33.7,2010900,0
7/11/1917,4353.8,16065.18,678778,678778,33.8,2010900,0
7/12/1917,4353.8,16065.18,678778,678778,33.8,2010900,0
7/13/1917,4353.8,16065.18,678778,678778,33.8,2010900,0
7/14/1917,4353.8,16065.18,678778,678778,33.8,2010900,0
7/16/1917,4353.7,16035.24,677173,677173,33.7,2010900,0
7/17/1917,4353.6,16005.3,675571,675571,33.6,2010900,0
7/18/1917,4353.5,15975.36,673972,673972,33.5,2010900,0
7/19/1917,4353.4,15945.42,672376,672376,33.4,2010900,0
7/20/1917,4353.3,15915.47,670782,670782,33.4,2010900,0
7/21/1917,4353.1,15855.59,667605,667605,33.2,2010900,0
7/23/1917,4352.8,15765.76,662862,662862,33,2010900,0
7/24/1917,4352.5,15675.94,658146,658146,32.7,2010900,0
7/25/1917,4352.3,15616.06,655017,655017,32.6,2010900,0
7/26/1917,4352.1,15556.17,651899,651899,32.4,2010900,0
7/27/1917,4351.8,15474.96,647245,647245,32.2,2010900,0
7/28/1917,4351.6,15423.62,644155,644155,32,2010900,0
7/29/1917,,,48.7,2010900,0,,
7/30/1917,4351,15269.6,634947,634947,31.6,2010900,0
7/31/1917,4350.7,15192.59,630378,630378,31.3,2010900,0
8/1/1917,4350.5,15141.25,627345,627345,31.2,2010900,0
8/2/1917,4350.2,15064.25,622814,622814,31,2010900,0
8/3/1917,4349.9,14997.37,618306,618306,30.7,2010900,0
8/4/1917,4349.6,14950.75,613813,613813,30.5,2010900,0
8/5/1917,,,46.7,2010900,0,,
8/6/1917,4349.1,14873.05,606357,606357,30.2,2010900,0
8/7/1917,4348.9,14841.97,603386,603386,30,2010900,0
8/8/1917,4348.7,14810.89,600421,600421,29.9,2010900,0
8/9/1917,4348.5,14779.82,597462,597462,29.7,2010900,0
8/10/1917,4348.2,14733.2,593035,593035,29.5,2010900,0
8/11/1917,4348,14702.14,590091,590091,29.3,2010900,0
8/12/1917,,,45.5,2010900,0,,
8/13/1917,4347.5,14618.04,582761,582761,29,2010900,0
8/14/1917,4347.5,14618.04,582761,582761,29,2010900,0
8/15/1917,4347.1,14550.76,576927,576927,28.7,2010900,0
8/16/1917,4346.8,14500.29,572570,572570,28.5,2010900,0
8/17/1917,4346.6,14466.65,569673,569673,28.3,2010900,0
8/18/1917,4346.4,14433.01,566783,566783,28.2,2010900,0
8/20/1917,4346.2,14399.37,563900,563900,28,2010900,0
8/21/1917,4346.1,14382.55,562461,562461,28,2010900,0
8/22/1917,4346,14365.74,561023,561023,27.9,2010900,0
8/23/1917,4346,14365.74,561023,561023,27.9,2010900,0
8/24/1917,4346,14365.74,561023,561023,27.9,2010900,0
8/25/1917,4345.8,14330.29,558154,558154,27.8,2010900,0
8/27/1917,4345.3,14241.65,551011,551011,27.4,2010900,0
8/28/1917,4345.1,14206.19,548166,548166,27.3,2010900,0
8/29/1917,4344.8,14153.01,543912,543912,27,2010900,0
8/30/1917,4344.5,14099.83,539674,539674,26.8,2010900,0
8/31/1917,4344.3,14064.37,536858,536858,26.7,2010900,0
9/1/1917,4344,14011.18,532646,532646,26.5,2010900,0
9/3/1917,4343.5,13915.2,525665,525665,26.1,2010900,0
9/4/1917,4343.3,13876.81,522885,522885,26,2010900,0
9/5/1917,4343.1,13838.42,520114,520114,25.9,2010900,0
9/6/1917,4342.8,13780.83,515971,515971,25.7,2010900,0
9/7/1917,4342.5,13723.25,511845,511845,25.5,2010900,0
9/8/1917,4342.3,13684.86,509105,509105,25.3,2010900,0
9/10/1917,4341.8,13586.43,502286,502286,25,2010900,0
9/11/1917,4341.6,13545.59,499573,499573,24.8,2010900,0
9/12/1917,4341.3,13484.34,495519,495519,24.6,2010900,0
9/13/1917,4341.1,13443.5,492826,492826,24.5,2010900,0
9/14/1917,4340.8,13382.25,488802,488802,24.3,2010900,0
9/15/1917,4340.6,13341.41,486130,486130,24.2,2010900,0
9/17/1917,4340.2,13259.74,480810,480810,23.9,2010900,0
9/18/1917,4340,13218.89,478162,478162,23.8,2010900,0
9/19/1917,4339.9,13195.22,476841,476841,23.7,2010900,0
9/20/1917,4339.7,13147.88,474207,474207,23.6,2010900,0
9/21/1917,4339.5,13100.54,471582,471582,23.5,2010900,0
9/22/1917,4339.3,13053.2,468966,468966,23.3,2010900,0
9/24/1917,4338.8,12934.86,462469,462469,23,2010900,0
9/25/1917,4338.6,12887.52,459887,459887,22.9,2010900,0
9/26/1917,4338.3,12816.51,456032,456032,22.7,2010900,0
9/27/1917,4338.1,12769.17,453473,453473,22.6,2010900,0
9/28/1917,4337.8,12695.99,449653,449653,22.4,2010900,0
9/29/1917,4337.6,12646.47,447119,447119,22.2,2010900,0
9/30/1917,4337.3,12572.2,443336,443336,22,2010900,0
10/1/1917,4337,12497.93,439576,439576,21.9,2010900,0
10/2/1917,4336.8,12448.42,437081,437081,21.7,2010900,0
10/3/1917,4336.5,12374.15,433358,433358,21.6,2010900,0
10/4/1917,4336.3,12324.63,430888,430888,21.4,2010900,0
10/5/1917,4336,12250.38,427201,427201,21.2,2010900,0
10/6/1917,4335.7,12167.3,423539,423539,21.1,2010900,0
10/8/1917,4335.3,12056.53,418694,418694,20.8,2010900,0
10/9/1917,4335,11973.45,415089,415089,20.6,2010900,0
10/10/1917,4334.7,11890.37,411510,411510,20.5,2010900,0
10/11/1917,4334.5,11834.98,409137,409137,20.3,2010900,0
10/12/1917,4334.2,11751.91,405599,405599,20.2,2010900,0
10/13/1917,4333.9,11679.43,402086,402086,20,2010900,0
10/15/1917,4333.4,11594.08,396267,396267,19.7,2010900,0
10/16/1917,4333.2,11559.94,393952,393952,19.6,2010900,0
10/17/1917,4332.9,11508.73,390492,390492,19.4,2010900,0
10/18/1917,4332.6,11457.52,387047,387047,19.2,2010900,0
10/19/1917,4332.3,11406.31,383617,383617,19.1,2010900,0
10/20/1917,4332,11355.1,380203,380203,18.9,2010900,0
10/22/1917,4331.5,11259.42,374549,374549,18.6,2010900,0
10/23/1917,4331.2,11202.01,371180,371180,18.5,2010900,0
10/24/1917,4331,11163.74,368944,368944,18.3,2010900,0
10/25/1917,4330.7,11106.33,365603,365603,18.2,2010900,0
10/26/1917,4330.5,11068.06,363386,363386,18.1,2010900,0
10/27/1917,4330.2,11010.65,360074,360074,17.9,2010900,0
10/29/1917,4329.6,10897.38,353502,353502,17.6,2010900,0
10/30/1917,4329.3,10841.14,350241,350241,17.4,2010900,0
10/31/1917,4329.1,10803.64,348076,348076,17.3,2010900,0
11/1/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/2/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/3/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/5/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/6/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/7/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/8/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/9/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/10/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/12/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/13/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/14/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/15/1917,4329,10784.89,346997,346997,17.3,2010900,0
11/16/1917,4328.9,10766.14,345919,345919,17.2,2010900,0
11/17/1917,4328.6,10709.9,342698,342698,17,2010900,0
11/19/1917,4328.1,10616.16,337366,337366,16.8,2010900,0
11/20/1917,4327.5,10479.86,331036,331036,16.5,2010900,0
11/21/1917,4327.4,10456.35,329990,329990,16.4,2010900,0
11/22/1917,4327.4,10456.35,329990,329990,16.4,2010900,0
11/23/1917,4327.1,10385.83,326863,326863,16.3,2010900,0
11/24/1917,4326.9,10338.82,324791,324791,16.2,2010900,0
11/26/1917,4326.4,10221.3,319651,319651,15.9,2010900,0
11/27/1917,4326.2,10174.29,317611,317611,15.8,2010900,0
11/28/1917,4326,10127.24,315581,315581,15.7,2010900,0
11/29/1917,4325.7,10065.04,312552,312552,15.5,2010900,0
11/30/1917,4325.5,10023.58,310543,310543,15.4,2010900,0
12/1/1917,4325.3,9982.11,308543,308543,15.3,2010900,0
12/3/1917,4324.8,9878.44,303578,303578,15.1,2010900,0
12/4/1917,4324.6,9836.98,301606,301606,15,2010900,0
12/5/1917,4324.3,9774.78,298664,298664,14.9,2010900,0
12/6/1917,4324.1,9733.31,296713,296713,14.8,2010900,0
12/7/1917,4323.9,9694.42,294771,294771,14.7,2010900,0
12/8/1917,4323.6,9639.97,291871,291871,14.5,2010900,0
12/10/1917,4323.2,9567.38,288029,288029,14.3,2010900,0
12/11/1917,4322.9,9512.93,285167,285167,14.2,2010900,0
12/12/1917,4322.7,9476.63,283268,283268,14.1,2010900,0
12/13/1917,4322.5,9440.34,281377,281377,14,2010900,0
12/14/1917,4322.3,9404.04,279492,279492,13.9,2010900,0
12/15/1917,4322,9349.6,276679,276679,13.8,2010900,0
12/17/1917,4322.1,9367.74,277615,277615,13.8,2010900,0
12/18/1917,4322,9349.6,276679,276679,13.8,2010900,0
12/19/1917,4322.3,9404.04,279492,279492,13.9,2010900,0
12/20/1917,4322.4,9422.19,280433,280433,13.9,2010900,0
12/21/1917,4322.4,9422.19,280433,280433,13.9,2010900,0
12/22/1917,4322.5,9440.34,281377,281377,14,2010900,0
12/24/1917,4322.7,9476.63,283268,283268,14.1,2010900,0
12/25/1917,4322.8,9494.78,284217,284217,14.1,2010900,0
12/26/1917,4322.9,9512.93,285167,285167,14.2,2010900,0
12/27/1917,4322.9,9512.93,285167,285167,14.2,2010900,0
12/28/1917,4323,9531.08,286119,286119,14.2,2010900,0
12/29/1917,4323.1,9549.23,287073,287073,14.3,2010900,0
12/31/1917,4323.2,9567.38,288029,288029,14.3,2010900,0
1/1/1918,4323.3,9585.52,288987,288987,14.4,2010900,0
1/2/1918,4323.4,9603.67,289946,289946,14.4,2010900,0
1/3/1918,4323.5,9621.82,290908,290908,14.5,2010900,0
1/4/1918,4323.6,9639.97,291871,291871,14.5,2010900,0
1/5/1918,4323.7,9658.12,292836,292836,14.6,2010900,0
1/7/1918,4323.8,9676.27,293802,293802,14.6,2010900,0
1/8/1918,4323.8,9676.27,293802,293802,14.6,2010900,0
1/9/1918,4323.9,9694.42,294771,294771,14.7,2010900,0
1/10/1918,4324,9712.56,295741,295741,14.7,2010900,0
1/11/1918,4324.1,9733.31,296713,296713,14.8,2010900,0
1/12/1918,4324.1,9733.31,296713,296713,14.8,2010900,0
1/14/1918,4324.2,9754.04,297688,297688,14.8,2010900,0
1/15/1918,4324.4,9795.51,299643,299643,14.9,2010900,0
1/16/1918,4324.4,9795.51,299643,299643,14.9,2010900,0
1/17/1918,4324.4,9795.51,299643,299643,14.9,2010900,0
1/18/1918,4324.5,9816.24,300623,300623,14.9,2010900,0
1/21/1918,4324.7,9857.71,302591,302591,15,2010900,0
1/22/1918,4324.7,9857.71,302591,302591,15,2010900,0
1/23/1918,4324.8,9878.44,303578,303578,15.1,2010900,0
1/24/1918,4324.8,9878.44,303578,303578,15.1,2010900,0
1/25/1918,4324.8,9878.44,303578,303578,15.1,2010900,0
1/26/1918,4324.8,9878.44,303578,303578,15.1,2010900,0
1/28/1918,4324.9,9899.18,304566,304566,15.1,2010900,0
1/29/1918,4325,9919.91,305557,305557,15.2,2010900,0
1/30/1918,4325.2,9961.38,307546,307546,15.3,2010900,0
1/31/1918,4325.3,9982.11,308543,308543,15.3,2010900,0
2/1/1918,4325.4,10002.84,309542,309542,15.4,2010900,0
2/2/1918,4325.5,10023.58,310543,310543,15.4,2010900,0
2/3/1918,4325.5,10023.58,310543,310543,15.4,2010900,0
2/4/1918,4325.6,10044.31,311547,311547,15.5,2010900,0
2/5/1918,4325.7,10065.04,312552,312552,15.5,2010900,0
2/6/1918,4325.7,10065.04,312552,312552,15.5,2010900,0
2/7/1918,4325.8,10085.78,313560,313560,15.6,2010900,0
2/8/1918,4325.9,10106.51,314569,314569,15.6,2010900,0
2/9/1918,4325.9,10106.51,314569,314569,15.6,2010900,0
2/10/1918,4325.9,10106.51,314569,314569,15.6,2010900,0
2/11/1918,4326,10127.24,315581,315581,15.7,2010900,0
2/12/1918,4326,10127.24,315581,315581,15.7,2010900,0
2/13/1918,4326.1,10150.78,316595,316595,15.7,2010900,0
2/14/1918,4326.2,10174.29,317611,317611,15.8,2010900,0
2/15/1918,4326.2,10174.29,317611,317611,15.8,2010900,0
2/16/1918,4326,10127.24,315581,315581,15.7,2010900,0
2/17/1918,4325.8,10085.78,313560,313560,15.6,2010900,0
2/18/1918,4325.6,10044.31,311547,311547,15.5,2010900,0
2/19/1918,4325.3,9982.11,308543,308543,15.3,2010900,0
